I,pattern,epsilon,chi,objval,lbound,iteration,undercover,undercover_norm,cons,cons_norm,perf,perf_norm,max_auto,min_auto,mean_auto,lagrange
50,Medium,0,3,348.0,347.0,34,348.0,6.96,340.44554,6.80891,-1.58416,-0.03168,0.28476,-0.48413,-0.19586,348.0
50,Medium,0,4,348.0,347.0,32,348.0,6.96,338.60396,6.77208,-1.68317,-0.03366,0.29752,-0.4259,-0.18261,348.0
50,Medium,0,5,347.0,347.0,50,347.0,6.94,346.12871,6.92257,-2.23762,-0.04475,0.13203,-0.45489,-0.17543,347.0
50,Medium,0,6,347.0,347.0,34,347.0,6.94,362.52475,7.2505,-1.53465,-0.03069,0.22294,-0.45489,-0.17399,347.0
50,Medium,0,7,347.0,347.0,43,347.0,6.94,294.77228,5.89545,-1.93069,-0.03861,0.08897,-0.37857,-0.17678,347.0
50,Medium,0,8,347.0,347.0,34,347.0,6.94,310.38614,6.20772,-1.9604,-0.03921,0.07143,-0.42857,-0.20285,347.0
50,Medium,0.01,3,347.77,347.71703,150,347.77,6.9554,186.9802,3.7396,-0.51713,-0.01034,0.05404,-0.24675,-0.10721,347.77
50,Medium,0.01,4,348.48,348.36112,189,348.48,6.9696,168.27723,3.36554,1.03446,0.02069,0.24476,-0.23292,-0.10519,348.48
50,Medium,0.01,5,349.46,349.28048,176,349.46,6.9892,163.48515,3.2697,1.72733,0.03455,0.40476,-0.24675,-0.08508,349.46
50,Medium,0.01,6,350.03,349.79981,176,350.03,7.0006,152.18812,3.04376,2.61416,0.05228,0.40476,-0.23292,-0.08369,350.03
50,Medium,0.01,7,351.03,350.71158,183,351.03,7.0206,153.30693,3.06614,3.0003,0.06001,0.24476,-0.23292,-0.07489,351.03
50,Medium,0.01,8,352.14,351.80517,158,352.14,7.0428,157.87129,3.15743,4.44693,0.08894,0.40476,-0.23292,-0.07117,352.14
50,Medium,0.02,3,348.52,348.428,128,348.52,6.9704,188.57426,3.77149,2.12396,0.04248,0.15476,-0.24675,-0.10817,348.52
50,Medium,0.02,4,349.96,349.72303,178,349.96,6.9992,166.16832,3.32337,2.90059,0.05801,0.28476,-0.23292,-0.11342,349.96
50,Medium,0.02,5,351.94,351.54331,188,351.94,7.0388,162.39604,3.24792,3.68257,0.07365,0.24476,-0.24675,-0.09375,351.94
50,Medium,0.02,6,353.06,352.54663,156,353.06,7.0612,153.45545,3.06911,4.93129,0.09863,0.24476,-0.23292,-0.07842,353.06
50,Medium,0.02,7,355.06,354.39199,161,355.06,7.1012,153.15842,3.06317,6.86198,0.13724,0.24476,-0.2013,-0.09366,355.06
50,Medium,0.02,8,357.22,356.50851,162,357.22,7.1444,158.37624,3.16752,9.2695,0.18539,0.29752,-0.18944,-0.07535,357.22
50,Medium,0.03,3,349.28,349.13276,130,349.28,6.9856,182.82178,3.65644,1.2998,0.026,0.28476,-0.24675,-0.1266,349.28
50,Medium,0.03,4,351.44,351.08364,161,351.44,7.0288,168.51485,3.3703,3.51921,0.07038,0.15476,-0.24675,-0.12054,351.44
50,Medium,0.03,5,354.44,353.78311,138,354.44,7.0888,159.80198,3.19604,5.73703,0.11474,0.24476,-0.24675,-0.08005,354.44
50,Medium,0.03,6,356.3,355.23906,139,356.3,7.126,151.77228,3.03545,7.24059,0.14481,0.24476,-0.18944,-0.09099,356.3
50,Medium,0.03,7,359.06,358.02357,146,359.06,7.1812,148.90099,2.97802,9.22832,0.18457,0.24476,-0.18944,-0.06819,359.06
50,Medium,0.03,8,362.94,361.1061,152,362.94,7.2588,159.53465,3.19069,12.76178,0.25524,0.24476,-0.18944,-0.07034,362.94
